seg_id,street_name,lat,lng,seg_start_lat,seg_start_lng,seg_end_lat,seg_end_lng,direction,length_m,highway_type,free_flow_speed,osm_u,osm_v
SEG_0651,CHH Road,23.231122,72.66891,23.231431,72.669102,23.230812,72.668717,SOUTHBOUND,79.3,tertiary,45,6383332747,780264785
SEG_0652,Road 5,23.222533,72.671213,23.222339,72.671589,23.222726,72.670838,WESTBOUND,87.9,tertiary,45,6383332750,780262038
SEG_0653,Bhagat Singh Marg,23.18171,72.622808,23.182004,72.622855,23.181416,72.622762,SOUTHBOUND,66.1,unclassified,30,6383349834,8382870149
SEG_0654,Bhagat Singh Marg,23.182136,72.622875,23.182004,72.622855,23.182267,72.622896,NORTHBOUND,29.5,unclassified,30,6383349834,8382691818
SEG_0655,Bhagat Singh Marg,23.180939,72.622687,23.180462,72.622611,23.181416,72.622762,NORTHBOUND,107.2,unclassified,30,6383349835,8382870149
SEG_0656,Bhagat Singh Marg,23.183902,72.623154,23.184437,72.623239,23.183367,72.62307,SOUTHBOUND,120.2,unclassified,30,6383349842,8382691832
SEG_0657,Bhagat Singh Marg,23.184801,72.623296,23.184437,72.623239,23.185164,72.623353,NORTHBOUND,81.7,unclassified,30,6383349842,4058793646
SEG_0658,Gandhinagar Bypass Road,23.185875,72.619294,23.185716,72.619783,23.186034,72.618805,WESTBOUND,106.3,secondary,55,6383349844,7070869403
SEG_0659,Road 3,23.22914,72.620232,23.229133,72.620255,23.229148,72.62021,WESTBOUND,4.9,residential,30,6390556161,323153614
SEG_0660,Road 3,23.228993,72.621065,23.229133,72.620255,23.228853,72.621876,EASTBOUND,168.7,residential,30,6390556161,3326648894
SEG_0661,Ka Road,23.22929,72.619361,23.229146,72.619979,23.229433,72.618742,WESTBOUND,131.1,primary,65,6390556164,8390020134
SEG_0662,Ka Road,23.231725,72.623488,23.233093,72.62436,23.230358,72.622615,SOUTHBOUND,352.6,primary,65,6390558000,11680872987
SEG_0663,Ka Road,23.23712,72.626761,23.236786,72.626553,23.237455,72.62697,NORTHBOUND,85.6,primary,65,6390558014,8389670814
SEG_0664,Ka Road,23.235513,72.625759,23.235112,72.625509,23.235914,72.626009,NORTHBOUND,102.8,primary,65,6390558018,8389687918
SEG_0665,Ka Road,23.236431,72.626332,23.236076,72.62611,23.236786,72.626553,NORTHBOUND,91.0,primary,65,6390558034,6390558014
SEG_0666,GH Road,23.229042,72.648977,23.22916,72.649054,23.228924,72.648899,SOUTHBOUND,30.7,secondary,55,6390631323,323138830
SEG_0667,GH Road,23.230651,72.649987,23.232142,72.650919,23.22916,72.649054,SOUTHBOUND,382.5,secondary,55,6390631324,6390631323
SEG_0668,Raysan Road,23.16679,72.639486,23.166795,72.639523,23.166786,72.639449,WESTBOUND,7.6,tertiary,45,6390641934,8386695943
SEG_0669,Raysan Road,23.166827,72.639934,23.166795,72.639523,23.166859,72.640346,EASTBOUND,84.5,tertiary,45,6390641934,8386293168
SEG_0670,Gandhinagar Bypass Road,23.185785,72.642184,23.185812,72.642912,23.185757,72.641455,WESTBOUND,149.1,secondary,55,6390642235,3832196932
SEG_0671,Gandhinagar Bypass Road,23.186024,72.643396,23.186005,72.642908,23.186042,72.643883,EASTBOUND,99.7,secondary,55,6390642236,8389526202
